rota,aktarma_sayısı,avg_pricekm,median_price,min_price,max_price,std_price
MIA-ORD,44559,0.19866286793745797,0.16918859649122808,0.02204741379310345,2.1565436241610736,0.11322644955158197
MIA-PHL,43959,0.22428378382782854,0.20039370078740157,0.02204741379310345,2.5458661417322834,0.11826726695907284
MIA-SFO,56020,0.18806678753773823,0.1818076923076923,0.052479564032697545,1.2226631056848531,0.06787553582730053
OAK-ATL,58742,0.2936957308563882,0.2882946076282332,0.05766511627906977,0.978448275862069,0.08477789491834711
OAK-BOS,46169,0.27026721795397046,0.2528303626306085,0.079375,1.951418020679468,0.11696644476614475
OAK-CLT,37441,0.2966287420974686,0.2905046728971963,0.049799038881607686,0.9643598615916955,0.07970797563990423
OAK-DEN,39570,0.317198256270663,0.33251036116044996,0.034978448275862065,2.0823275862068966,0.11947512597435848
OAK-DFW,70643,0.2610155376983181,0.26047413793103447,0.05179959100204499,1.1883544303797469,0.1003871885627658
OAK-DTW,44732,0.2976769105729457,0.29296528447444553,0.08676724137931034,0.9934201800094743,0.08278235517990179
OAK-EWR,31692,0.24500483055197003,0.2295543393275997,0.09077875529488433,1.1107040229885057,0.08153677680801381
OAK-IAD,35474,0.2704056778604584,0.259669449081803,0.09085183957573749,0.9817600574712643,0.07830871926445777
