flight_type,aktarma_sayısı,avg_pricekm,median_price,min_price,max_price,std_price
Aktarmalı,9201990,0.2871859562079781,0.2473551637279597,0.030948275862068966,7.0681415929203535,0.1684685239739131
Direk,0,0.3672566011093627,0.2816567607726597,0.021257183908045978,12.346494845360823,0.30762267426237416
